date,passenger_count,max_temp,precipitation,pressure,humidity,cloud_cover,day_of_week,month,is_raining
2019-01-02,0.5394447987756156,-1.7083568606087667,-0.45205250017181126,2.5483590978815913,-0.35728785078292513,0.8401983534582377,2,1,0
2019-01-04,0.8010451737029932,-1.571571220816912,-0.45205250017181126,2.474426339145323,-0.18901512570446496,-0.03226361677279631,4,1,0
2019-01-05,0.06813468416637282,-1.0244286616494929,-0.45205250017181126,2.1879368990422856,0.1475303244524553,1.2764293385737546,5,1,0
2019-01-06,-0.63364142422294,-0.8572462130150036,-0.45205250017181126,1.9661386228334823,0.39993941207014555,1.2764293385737546,6,1,0
2019-01-07,0.9921458579864676,-1.1308174925987131,-0.45205250017181126,1.5502668549419758,0.7364848622270658,1.2764293385737546,0,1,0
2019-01-09,1.2605456954632572,-1.4347855810250572,-0.45205250017181126,1.3099853890491056,0.1475303244524553,-0.9047255870038303,2,1,0
2019-01-10,1.2988374056099459,-1.1612143014413476,-0.45205250017181126,1.3931597426274067,0.9888939498447561,0.8401983534582377,3,1,0
2019-01-11,1.3772101581531686,-0.8724446174363208,-0.45205250017181126,1.3561933632592729,0.6523484996878357,0.8401983534582377,4,1,0
2019-01-12,0.285717485747557,-0.7660557864871004,-0.45205250017181126,0.7092817243169297,0.3158030495309155,1.2764293385737546,5,1,0
2019-01-14,1.2755760863619574,-1.0700238749134443,-0.45205250017181126,0.4412754738979589,-0.6096969384006153,0.4039673683427207,0,1,0
2019-01-15,1.387588285202271,-1.03962706607081,-0.399057183587363,0.35810112031965763,0.5682121371486056,0.4039673683427207,1,1,1
2019-01-17,1.4892223569934822,-1.4651823898676914,-0.45205250017181126,-0.39046806188505384,0.06339396191322526,-0.4684946018883133,3,1,0
2019-01-18,1.6348740021308867,-1.7083568606087667,-0.45205250017181126,0.07161168021661991,-0.02074240062600482,0.8401983534582377,4,1,0
2019-01-19,0.5079525511783389,-1.6779600517661322,-0.45205250017181126,-0.529091984515556,0.8206212247662958,1.2764293385737546,5,1,0
2019-01-20,-0.4049647626927152,-1.571571220816912,-0.45205250017181126,0.21947719768915552,0.39993941207014555,-1.3409565721193473,6,1,0
2019-01-21,1.2952587411102554,-1.5411744119742774,0.9788210476082914,0.5244498274762602,0.7364848622270658,0.8401983534582377,0,1,1
2019-01-23,1.4158597347498263,-1.7235552650300838,-0.399057183587363,-1.1852452182999327,1.1571666749232161,0.4039673683427207,2,1,1
2019-01-24,1.468108236445308,-0.65966695553788,-0.18707591724957,-0.35350168251691994,1.3254394000016763,1.2764293385737546,3,1,1
2019-01-25,-1.1768826952759623,-0.9028414262789551,-0.45205250017181126,-0.14094500115015,1.2413030374624463,0.4039673683427207,4,1,0
2019-01-27,-0.43645701028999184,-1.6323648385021807,-0.18707591724957,-2.1833374612395477,-0.02074240062600482,0.4039673683427207,6,1,1
2019-01-28,1.3403499138063562,-1.5563728163955945,-0.45205250017181126,-0.8895141833548614,-0.7779696634790755,-2.2134185423503814,0,1,0
2019-01-29,1.449141314596948,-1.6019680296595462,0.8728304144393948,-1.305385951246368,0.5682121371486056,0.8401983534582377,1,1,1
2019-01-30,1.449499181046917,-1.8755393092432557,-0.45205250017181126,-1.832156857242276,0.7364848622270658,-1.3409565721193473,2,1,0
2019-01-31,1.4502149139468554,-2.1491105888269653,0.7668397812704985,-2.2295454354497153,0.8206212247662958,-0.4684946018883133,3,1,1
2019-02-01,1.2974059398100697,-1.7539520738727181,0.9258257310238431,-2.5622428497629204,1.4937121250801364,1.2764293385737546,4,2,1
2019-02-02,0.4159808735362923,-1.4195871766037398,-0.45205250017181126,-0.7970982349345267,0.3158030495309155,0.4039673683427207,5,2,0
2019-02-03,-0.3942287691936436,-1.0700238749134443,0.8728304144393948,0.6907985346328628,-0.02074240062600482,-1.3409565721193473,6,2,1
2019-02-04,1.2795126173116171,-1.1004206837560788,-0.399057183587363,0.27492676674135635,1.4095757625409064,0.8401983534582377,0,2,1
2019-02-05,1.4530778455466078,-0.7964525953297348,0.660849148101602,0.7000401294748962,1.7461212126978267,1.2764293385737546,1,2,1
2019-02-06,1.4724026338449365,-0.9484366395429068,0.6078538315171537,0.07161168021661991,1.3254394000016763,0.8401983534582377,2,2,1
2019-02-07,1.5253668684403565,-0.8572462130150036,-0.13408060066512176,-0.8710309936707945,-0.02074240062600482,0.4039673683427207,3,2,1
2019-02-08,1.4698975686951532,-0.9028414262789551,1.4027835802838773,-1.5179426326131378,1.0730303123839862,0.8401983534582377,4,2,1
2019-02-10,-0.37919837829494335,-1.1460158970200303,-0.18707591724957,-1.638083365559573,0.8206212247662958,0.4039673683427207,6,2,1
2019-02-11,1.3568117705049325,-0.6748653599591973,-0.45205250017181126,0.7277649140009966,0.06339396191322526,-0.4684946018883133,0,2,0
2019-02-12,1.4799178292942867,-0.5836749334312941,-0.45205250017181126,1.6334412085202772,0.6523484996878357,-0.03226361677279631,1,2,0
2019-02-13,1.5525647186380045,-0.4316908892181221,-0.45205250017181126,1.6241996136782437,0.8206212247662958,-0.4684946018883133,2,2,0
2019-02-14,1.5507753863881593,-0.3556988671115361,-0.399057183587363,1.513300475573842,0.3158030495309155,-1.7771875572348643,3,2,1
2019-02-15,1.5063999465919966,-0.735658977644466,-0.45205250017181126,1.0604623283142016,0.23166668699168538,-2.2134185423503814,4,2,0
2019-02-16,0.42242246963573526,-0.24931003616231573,-0.45205250017181126,0.6630737501067623,1.4937121250801364,0.4039673683427207,5,2,0
